nom_produit,prix,categorie,note
Dove Go Fresh Concombre Aérosol Déodorant anti-transpirant,"20,45€",Consommation Courante,"4,6"
Vaseline Baby Protecting Gentle Protecting Jelly - 450 ml,"21,76€",Consommation Courante,"4,5"
"Pears Soap – Savon Oil Clear aux extraits de citron. Savon vert transparent authentique - Lot de 6bars, 125g chacun (Lot de 6)","15,99€",Consommation Courante,"4,6"
Dove Anti-transpirant et déodorant solide invisible Men + Care Fraîcheur Ultra - Pour homme - 76 g,"25,96€",Consommation Courante,"3,8"
"Brosse à dents médium,1 brosse à dents","4,19€",Consommation Courante,N/A
History of Unilever: v. 3,N/A,Consommation Courante,N/A
Dove Men+ Care Clean Comfort Déodorant en aérosol comprimé 75 ml,"33,97€",Consommation Courante,"4,5"
Signal Sensisoft Lot de 2 brosses à dents souples Charbon,"18,50€",Consommation Courante,"5,0"
CREMA CATALANA ALSA GR.516,"14,50€",Consommation Courante,"4,2"
The history of Unilever : a study in economic growth and social change Volume I,N/A,Consommation Courante,N/A
"Axe Deodorant Body Spray, AFRICA 150 mL (Pack of 6) by UNLIEVER","26,95€",Consommation Courante,"3,7"
"AXE Coffret Backpack 2 Produits Déodorant & Gel Douche Dark Temptation, Idée Cadeau Homme Original","24,99€",Consommation Courante,"4,1"
Pepsodent dentifrice 125 ml Natural Whitening | Anti-Tartar | BIG PACK (pack de 2 x 125 ml),"9,90€",Consommation Courante,"4,2"
Pepsodent dentifrice 125 ml Complete Protection | Protection complète | BIG PACK (pack de 2 x 125 ml),"10,00€",Consommation Courante,"4,7"
Lynx Manwasher Lot de 2 éponges pour la douche,"21,18€",Consommation Courante,"4,5"
Simple Kind to Skin Vital Vitamin Day Cream 50ml Pack of 2,"23,77€",Consommation Courante,"4,6"
Renewing Unilever: Transformation And Tradition,"130,64€",Consommation Courante,"5,0"
"Knorr Soupe Poule Vermicelles, Soupe déshydratée, Ingrédients issus de l'agriculture durable, 4 portions 63g","19,99€",Consommation Courante,"4,3"
Canard WC - Recharges Fresh Disc Marine – Bloc Sans Cage Nettoyant WC - 3x100 Jours De Nettoyage Puissant – 6 Recharges,"17,97€",Consommation Courante,"4,6"
