nom_produit,prix,categorie,note,source_file
DKNY Nectar Love Eau de parfum Ligne Nectar Love 30 ml,"42,23€",Cosmétique et Beauté,"4,3",dior_amazon.csv
NARS Sheer Glow Foundation - Barcelona/Medium for Women 1 oz Foundation,"55,80€",Cosmétique et Beauté,"4,4",dior_amazon.csv
NARS Sheer Glow Foundation - Deauville (Light 4 - Light w/ Neutral Balance of Pink & Yellow Undertone) 30ml,,Cosmétique et Beauté,"4,4",dior_amazon.csv
ARMAF ODYSSEY WILD ONE GOLD EDITION EDP 100 ML VP,"28,47€",Cosmétique et Beauté,"4,5",dior_amazon.csv
UTC Chacal – Parfum pour femme – 55 ml Parfum de toilette fabriqué par Milton-Lloyd,,Cosmétique et Beauté,"4,3",dior_amazon.csv
Pepe Jeans SoBold Intense For Him Parfum Homme Eau de Parfum 30ml Épicé et Ambré Cadeau pour Homme Vaporisateur,"28,95€",Cosmétique et Beauté,"4,6",dior_amazon.csv
3INA MAKEUP - The No-Rules Cream 503 - Blush Liquide Rose Nude aux L’huile D'amande Douce - Blush pour Yeux Lèvres et Joues - Blush au Fini Naturel et Lumineux - Vegan - Cruelty Free,"20,95€",Cosmétique et Beauté,"4,2",dior_amazon.csv
NOVA ENGEL Eros As Lotion 100 Ml,,Cosmétique et Beauté,"4,4",dior_amazon.csv
"Spa Luxetique Coffret de Soins pour Femme, 10 PC Coffret de Bain au Parfum de Rose, Gel Douche, Bain Moussant, Cadeau de Noël et d’Anniversaire","50,76€",Cosmétique et Beauté,"4,7",dior_amazon.csv
"NIKE - Loving Floral, Eau de Cologne pour femme, 75 ml, Parfum en spray, Eau de toilette naturelle et féminine, Arôme floral gourmand, Parfum sensuel, urbain et longue tenue","19,95€",Cosmétique et Beauté,"4,1",dior_amazon.csv
Bois Intense Parfum Eau de Parfum Élégante Collection Privee Parfum Intense Luxe Longue Durée (50 ml),"15,89€",Cosmétique et Beauté,"1,9",dior_amazon.csv
NYX Professional Makeup Spray Fixateur de Maquillage Matifiant Anti Brillance Marshmellow,"8,95€",Cosmétique et Beauté,"4,4",dior_amazon.csv
"Bellavita Coffret cadeau de luxe pour femme avec date, senorita, glamour et rose | Coffret cadeau (4 x 20 ml) | Parfum pour femme | Choix de cadeau pour anniversaire et anniversaire de mariage","26,99€",Cosmétique et Beauté,"4,3",dior_amazon.csv
C TEA NAT ShampDoccia Ghassoul,"10,69€",Cosmétique et Beauté,"5,0",dior_amazon.csv
VALENTINE'S LOVE Parfum pour femme 75 ml | Eau de parfum pour femme | Parfum pour femme,"83,30€",Cosmétique et Beauté,"3,0",dior_amazon.csv
Stila Plumping Lip Glaze - Amor For Women 0.11 oz Lip Gloss,"22,09€",Cosmétique et Beauté,"4,3",dior_amazon.csv
Verset Rouge,"36,15€",Cosmétique et Beauté,"4,5",dior_amazon.csv
NYX Butter Gloss - Peaches and Cream,,Cosmétique et Beauté,"4,4",dior_amazon.csv
Disney Niã'Os Déodorant 100 g,"18,33€",Cosmétique et Beauté,"4,4",dior_amazon.csv
Eau de Cologne après-rasage pour homme | One Million Scent | Eau de Cologne traditionnelle marron doré 150 ml (n° 1),"15,76€",Cosmétique et Beauté,"4,3",dior_amazon.csv
"e.l.f. Brillant à lèvres repulpant hydratant, nourrissant, revigorant, haute brillance, repulpe, volumisant, rafraîchissant, apaisant, scintillant, saumon doux","9,03€",Cosmétique et Beauté,"4,2",dior_amazon.csv
SHEGLAM Snatch 'n' Define Crème contour Stick longue durée hautement pigmentée anti-transpiration Maquillage visage Bronzer – Miel chaud,"12,82€",Cosmétique et Beauté,"4,2",dior_amazon.csv
Milton-Lloyd Essentials No 4 Parfum Eau de parfum 50 ml Femme (Lot de 2),"15,08€",Cosmétique et Beauté,"4,1",dior_amazon.csv
Rare Beauty Silky Touch Highlighter | 2.8g | Enlighten,,Cosmétique et Beauté,"5,0",dior_amazon.csv
Impala - Rouge à Lèvres Crémeux Waterproof | Crayon à Lèvres Permanent | Rouge à Lèvres Résistant à l'Eau | Crayon à Lèvres Longue Durée | Couleur 236 Rose Pâle mat,"9,99€",Cosmétique et Beauté,"3,6",dior_amazon.csv
"e.l.f. Bronzer liquide camouflage et contour, hautement pigmenté, finition brillante naturelle, longue durée, applicateur arrondi, végétalien et sans cruauté envers les animaux, 2 clair/clair","9,00€",Cosmétique et Beauté,"4,6",dior_amazon.csv
Nars Blush - Orgasm - 4.8g/0.16oz,,Cosmétique et Beauté,"4,6",dior_amazon.csv
WET N WILD MegaGlo Highlighting Powder - Blossom Glow,"15,90€",Cosmétique et Beauté,"4,6",dior_amazon.csv
"e.l.f. Glow Reviver Baume à lèvres fondant, baume à lèvres teinté hydratant pour une finition brillante et des lèvres douces et souples, végétalien et sans cruauté envers les animaux, sorbet à la mûre","13,49€",Cosmétique et Beauté,"4,6",dior_amazon.csv
SHEGLAM Color Bloom Fard à joues liquide Finish-Risky Business,"11,69€",Cosmétique et Beauté,"4,4",dior_amazon.csv
Collection Cosmetics Lip Spa Huile à lèvres hydratante riche en vitamines 5 ml Transparent,"16,18€",Cosmétique et Beauté,"3,9",dior_amazon.csv
Halloween Man Mystery - Eau de Parfum pour Homme - Parfum Aromatique Fruité - 125 ml avec Spray,"59,00€",Cosmétique et Beauté,"4,6",dior_amazon.csv
Artdeco Hydra Lip Booster Gloss à lèvres à effet boostant 42 Papayes translucides 6g,"7,95€",Cosmétique et Beauté,"4,5",dior_amazon.csv
"NIKE - Trendy Pink, Eau de Cologne pour Femme, 100 ml, Format Spray, Eau de Toilette Naturelle et Féminine, Arôme Floral, Parfum Frais, Jeune et Durable","19,95€",Cosmétique et Beauté,"4,0",dior_amazon.csv
"Diesel - D Red - Coffret Cadeau Eau de Parfum - Fragrance Fougère Aromatique pour Homme - Frais et Sensuel - Pamplemousse, Lavande de Provence & Bois de Santal - Tenue Longue Durée - 50 ml & 10 ml","50,98€",Cosmétique et Beauté,"4,5",dior_amazon.csv
"Sakura Ensemble de Soins de la Peau 10 Pièces, Coffret de soins de la peau avec routine complète de soins de la peau, Coffret Cadeau de Soins de Peau pour Adolescentes et Femmes","29,99€",Cosmétique et Beauté,"4,3",dior_amazon.csv
"NIKE - Moonlight Woman 150 ml, Eau de Cologne pour femme, Parfum liquide, Eau de toilette naturelle et féminine, Arôme oriental vanillé, Parfum frais et longue durée","24,95€",Cosmétique et Beauté,"4,4",dior_amazon.csv
WHISKY Sport • Coffret Eau de Toilette 100ML + Déodorant 15OML • Vaporisateur • Spray • Parfum Homme • Cadeau • EVAFLORPARIS,"17,90€",Cosmétique et Beauté,"4,5",dior_amazon.csv
"6 Pcs Beauté Jelly Lipstick, Fleur Température Changement de couleur rouge à lèvres, hydratant longue durée imperméable Baume à lèvres(Rose)","16,79€",Cosmétique et Beauté,"3,9",dior_amazon.csv
Rare Beauty Soft Pinch Liquid Blush (Grateful),"45,94€",Cosmétique et Beauté,"5,0",dior_amazon.csv
KIKO Milano Unlimited Blush 04 | Blush Poudre Au Résultat Modulable Tenue Longue Durée,,Cosmétique et Beauté,"4,5",dior_amazon.csv
"AVANT, Quintessence, 1x100ml",,Cosmétique et Beauté,"3,9",dior_amazon.csv
"KIKO Milano Essetials Kit | Creamy Comfort Lip Liner 07, 3D Hydra Lipgloss 17 & Extra Sculpt Volume Macara","28,87€",Cosmétique et Beauté,,dior_amazon.csv
"Ensemble de Coffret Maquillage Tout-en-un Set de Cosmétique Complet pour Yeux, Visage et Lèvres - Makeup Kit avec Ombre à paupières Anti-cernes Rouges à lèvres Mascara Sourcils Eyeliner","34,95€",Cosmétique et Beauté,"4,3",dior_amazon.csv
Revlon Gloss Super Lustrous - Couleur Girly Swirly,,Cosmétique et Beauté,"4,4",dior_amazon.csv
"PAUL & JOE 'SAKURA COLLECTION' Base De Maquillage Étincelante S 002, 15ml","17,00€",Cosmétique et Beauté,,dior_amazon.csv
PAUL & JOE Brume Fixante Maquillage | Travel Size 50ml 1.6oz,"18,00€",Cosmétique et Beauté,,dior_amazon.csv
PAUL & JOE Fond de teint illuminateur 01 lavande nacré 30 ml,"34,00€",Cosmétique et Beauté,"4,2",dior_amazon.csv
"PAUL & JOE Stylo illuminateur Liquide pour Maquillage 01 lavande, 2g","23,00€",Cosmétique et Beauté,"4,4",dior_amazon.csv
NYX Professional Makeup Spray Fixateur de Maquillage Matifiant Anti Brillance Marshmellow,"8,95€",Cosmétique et Beauté,"4,4",dior_amazon.csv
"PAUL & JOE Poudre Fixante Recharge - Poudre de finition, 02 Beige, 9g (Recharge Uniquement)","28,00€",Cosmétique et Beauté,"3,8",dior_amazon.csv
"NIKE - Loving Floral, Eau de Cologne pour femme, 75 ml, Parfum en spray, Eau de toilette naturelle et féminine, Arôme floral gourmand, Parfum sensuel, urbain et longue tenue","19,95€",Cosmétique et Beauté,"4,1",dior_amazon.csv
"NIKE - Moonlight Woman 150 ml, Eau de Cologne pour femme, Parfum liquide, Eau de toilette naturelle et féminine, Arôme oriental vanillé, Parfum frais et longue durée","24,95€",Cosmétique et Beauté,"4,4",dior_amazon.csv
"NIKE - Trendy Pink, Eau de Cologne pour Femme, 100 ml, Format Spray, Eau de Toilette Naturelle et Féminine, Arôme Floral, Parfum Frais, Jeune et Durable","19,95€",Cosmétique et Beauté,"4,0",dior_amazon.csv
"Bellavita Coffret cadeau de luxe pour femme avec date, senorita, glamour et rose | Coffret cadeau (4 x 20 ml) | Parfum pour femme | Choix de cadeau pour anniversaire et anniversaire de mariage","26,99€",Cosmétique et Beauté,"4,3",dior_amazon.csv
"Sakura Ensemble de Soins de la Peau 10 Pièces, Coffret de soins de la peau avec routine complète de soins de la peau, Coffret Cadeau de Soins de Peau pour Adolescentes et Femmes","29,99€",Cosmétique et Beauté,"4,3",dior_amazon.csv
"PAUL & JOE Base De Maquillage Lissante 001, 30ml (SPF30 PA+++)","12,40€",Cosmétique et Beauté,,dior_amazon.csv
Clinique Superbalanced Fond de Teint Liquide Équilibre Parfait | Équilibre les zones sèches et grasses du visage,"36,75€",Cosmétique et Beauté,"4,6",estee_lauder_amazon.csv
Erborian - CC Red Correct Crème Teintée Anti-Rougeur - Soin du Visage Perfecteur Automatique de Teint avec Correction Colorielle - Teint Unifié - SPF 25 - Cosmétique Coréen,"15,89€",Cosmétique et Beauté,"4,5",estee_lauder_amazon.csv
"IT Cosmetics CC+ Crème, Fond de Teint Haute Couvrance SPF 50, Correcteur de Teint & Sérum Anti-Âge","41,50€",Cosmétique et Beauté,"4,3",estee_lauder_amazon.csv
"Pompe de Fondation,2 pièces Tête de Distribution de Rechange Ensemble de Pompe de Fondation en Plastique pour la Fondation Estee Lauder Double Wear","8,99€",Cosmétique et Beauté,"4,6",estee_lauder_amazon.csv
"3pcs Pompes de Fond de Teint de Rechange, Changeur de Pompe de Maquillage, Pompes de Fond de Teint de Rechange, Doré","6,99€",Cosmétique et Beauté,"3,8",estee_lauder_amazon.csv
Gisèle Denis Color Facial Sunscreen Spf50+ Medium/Dark 40ml,"18,00€",Cosmétique et Beauté,,estee_lauder_amazon.csv
"Elizabeth Arden Coffret Lissant Retinol, Rétinol + HPR Ceramide 90 Capsules Sérums, Aqua-Crème Régénérante, Crème Contour des Yeux, Cadeau femme, Soin hydratant, Anti-âge","83,55€",Cosmétique et Beauté,"4,5",estee_lauder_amazon.csv
Este Blush Stick multi-usage Dusty Rose Ltd Edition Lauder,"24,31€",Cosmétique et Beauté,,estee_lauder_amazon.csv
MASUNN Pompe de fondation de remplacement la fondation Compatible avec Estee Lauder Double Wear/M.A.C,"7,90€",Cosmétique et Beauté,"4,6",estee_lauder_amazon.csv
"Elizabeth Arden ADVANCED Ceramide Crème Contour des Yeux Liftante et Raffermissante (15 ml), Anti Rides Femme, Crème Hydratante Anti-Âge","39,66€",Cosmétique et Beauté,"4,4",estee_lauder_amazon.csv
"Lot de 4 Pompes de Fond de Teint de Rechange, compatibles avec Les Fonds de Teint Double Wear Mac et Estée Lauder, Changeur de Pompe de Maquillage (avec Cuillère, Pipette, Entonnoir)","12,99€",Cosmétique et Beauté,"4,4",estee_lauder_amazon.csv
"Maybelline New York Foundation Superstay Active Wear Fond de teint liquide longue durée 30 heures – Sensation légère – Résistant à l'eau, à la transpiration et aux transferts – 30 ml – Teinte : 03 –","14,93€",Cosmétique et Beauté,"4,2",estee_lauder_amazon.csv
"Elizabeth Arden Ceramide Premiere, Crème de Nuit Hydratante et Régénérante pour Visage, Hydratation Intense","76,43€",Cosmétique et Beauté,"4,3",estee_lauder_amazon.csv
Total Control Drop Foundation Soft Beige,"8,65€",Cosmétique et Beauté,"4,1",estee_lauder_amazon.csv
"Crème Contour des Yeux Anti-Rides,Soins de Nuit Anti-Poches et Anti-Cernes,Hydratation Profonde,à l'Acide Hyaluronique et au Miel des Alpes & Centella,Fabriqué en France-15ML","21,60€",Cosmétique et Beauté,"3,6",estee_lauder_amazon.csv
Laura Geller Baked Blush-n-Brighten 5g Sunswept,"24,73€",Cosmétique et Beauté,"4,5",estee_lauder_amazon.csv
BIODERMA Créaline défensive sérum - Réduit rides et ridules - Agit contre l’inflamm’aging causé par les agressions extérieures - Pour un teint éclatant - Flacon 30 ml,"22,20€",Cosmétique et Beauté,"5,0",estee_lauder_amazon.csv
L'OCCITANE - Crème Visage Ultra Riche Karité - Peaux sèches et sensibles - 50 ml - Hydratant - Fabriqué en France,"36,00€",Cosmétique et Beauté,"4,6",estee_lauder_amazon.csv
Paula's Choice CALM Sérum Réparateur - Sérum Acide Hyaluronique Hydrate & Apaise les Rougeurs - Peaux Sujettes à la Rosacée - avec Acide Hyaluronique & Céramides - Tous Types de Peaux - 30 ml,"53,00€",Cosmétique et Beauté,"4,6",estee_lauder_amazon.csv
Missha Time Revolution Night Repair Probio Ampoule Cream 50ml / 1.69 FL.OZ,"27,90€",Cosmétique et Beauté,"4,4",estee_lauder_amazon.csv
"Bumble and bumble. Creme De Coco Shampooing ultra hydratant | Shampooing nourrissant & anti-frisottis | Hydratation & brillance intense | Cheveux bouclés, ondulés, lisses, 250 ml","33,39€",Cosmétique et Beauté,"4,6",estee_lauder_amazon.csv
"Collection Cosmetics Lasting Perfection Glow Fond de teint couvrance moyenne à complète, 27 ml, moka foncé","10,79€",Cosmétique et Beauté,"4,2",estee_lauder_amazon.csv
Contorno De Ojo Crema Anti-Ojeras Con Aciano - 15 Ml,"5,84€",Cosmétique et Beauté,"4,3",estee_lauder_amazon.csv
Creme-Stiftung - Fluid Foundation,"32,17€",Cosmétique et Beauté,"3,5",estee_lauder_amazon.csv
"ALKEMY Crème Contour des Yeux anti Rides et Hydratante, effet Lifting yeux fatigués, contre Poche, Cerne avec Acide Hyaluronique et Argireline, Testée Dermatologiquement, Cosmétique Naturelle - 15 ml","39,90€",Cosmétique et Beauté,"5,0",estee_lauder_amazon.csv
"Elizabeth Arden - Flawless Finish Sponge-On Cream Makeup, Fini Lumineux et Lisse Sans Imperfections, Poudre de Diamant et Microsphères, Fond de Teint Crème Compact Haute Couvrance","46,00€",Cosmétique et Beauté,"4,5",estee_lauder_amazon.csv
"Face D | Instant Rich, Crème Anti-âge pour le Visage et Cou avec Acide Hyaluronique et Vitamine E, 50 ml","34,00€",Cosmétique et Beauté,"4,5",estee_lauder_amazon.csv
ELIZABETH ARDEN Visible Difference Base Perfectrice de Peau 15 ml,"25,00€",Cosmétique et Beauté,"4,3",estee_lauder_amazon.csv
"Huile Visage Anti-Âge au Miel des Alpes,Soin Nourrissant & Équilibrant à l'Huile de Lavande Papillon – Sérum de Nuit Réparateur,Anti-Ridules et Éclat – Texture Sèche,Fabriqué en France–30ml","43,60€",Cosmétique et Beauté,"4,5",estee_lauder_amazon.csv
Crème de nuit visage Anti-âge - BIO,"26,40€",Cosmétique et Beauté,"3,9",estee_lauder_amazon.csv
Stick déodorant anti-transpirant pour femme DKNY Cashmere Mist - 50 ml,"69,95€",Cosmétique et Beauté,"4,5",estee_lauder_amazon.csv
"Uriage Age Absolu Crème Anti-Rides - Rétinol, Acide Hyaluronique, Vitamine C & E - Booster Procollagène x6 - Rides, Relâchement - Volume & Hydratation - Velouté Eclat - Brevet Anti-âge Exclusif 50ml","39,33€",Cosmétique et Beauté,"4,5",estee_lauder_amazon.csv
"Spilanthox therapy - Ultra Rich Eye-Lifting Fluid - Soin anti-âge des yeux pour un contour des yeux lisse - Spilanthol, acide hyaluronique & aloe vera - anti-âge - cosmétique naturel - 15ml","27,95€",Cosmétique et Beauté,"4,2",estee_lauder_amazon.csv
Beauty Glazed Antiadhésif 12 Couleurs Mat Rouge à Lèvres Nude Ensemble,"13,88€",Cosmétique et Beauté,"4,4",estee_lauder_amazon.csv
"Crème serrant pour les yeux, Crème anti-vieillissement pour les yeux pour réduire les sacs aux yeux, les rides, les lignes fines - hydratant et apaisant pour tous les types de peau","9,99€",Cosmétique et Beauté,"3,4",estee_lauder_amazon.csv
Beauty Queens - Estee Lauder [Import allemand],"9,75€",Cosmétique et Beauté,,estee_lauder_amazon.csv
"Institut Esthederm - Intensive Hyaluronic - Crème Anti Rides et Ridules - Lutte contre la Déshydratation, les Tiraillements - Pour une Peau Repulpée et Hydratée en Profondeur - Pot de 50 ml","46,99€",Cosmétique et Beauté,"4,4",estee_lauder_amazon.csv
Pleasures Intense Ep 100 Vp,"193,82€",Cosmétique et Beauté,,estee_lauder_amazon.csv
FREDERIC MALLE Musc Ravageur Eau De Parfum 30 ml,"140,01€",Cosmétique et Beauté,"3,3",estee_lauder_amazon.csv
Labial Bittersweet Matte Me Sleek,"6,45€",Cosmétique et Beauté,"4,3",estee_lauder_amazon.csv
AFFICHE - Estée LAUDER - yPure Color Envy - 120x175cm - AFFICHE / POSTER,,Cosmétique et Beauté,,estee_lauder_amazon.csv
"3 PCS Têtes de Pompe de Fond de Teint Dorée, Pompe de Remplacement pour Fond de Teint Liquide, Tête de Pompe de Distribution pour Flacon de Fond de Teint Estee Lauder D.W, Tête de Pompe de Maquillage","12,98€",Cosmétique et Beauté,"5,0",estee_lauder_amazon.csv
"Face D | Crème Visage Raffermissante Antipollution à l'Acide Hyaluronique, Vitamine E et SPF15, 50 ml","26,40€",Cosmétique et Beauté,"4,3",estee_lauder_amazon.csv
FREDERIC MALLE Eau De Magnolia Eau De Toilette Travel Spray Refill 10 ml,"56,43€",Cosmétique et Beauté,,estee_lauder_amazon.csv
"Luxeveria Serum Anti Ride, Hydratant, Estaure 'Éclat Jeunesse, Reduit les Signes, Visibles du Vieillissement 30ml (1 bouteille)","15,99€",Cosmétique et Beauté,"5,0",estee_lauder_amazon.csv
"Pompe de fond de teint de rechange MELTU, dorée, compatible avec fond de teint double usure Estee Lauder","11,30€",Cosmétique et Beauté,"4,5",estee_lauder_amazon.csv
"Elizabeth Arden Flawless Finish, Fond de Teint Soin, Acide Hyaluronique, Vitamine C & E, Couvrance Longue Durée","19,04€",Cosmétique et Beauté,"4,3",estee_lauder_amazon.csv
Dark Divine 200. Brun,,Cosmétique et Beauté,"4,4",estee_lauder_amazon.csv
"Kelemata Collagen Intensive, Concentré Anti-rides Raffermissant, 30 ml","13,99€",Cosmétique et Beauté,"4,5",estee_lauder_amazon.csv
Pompe De Fondation De Remplacement En Or Pour La Fondation Double Wear Estee Lauder,"4,14€",Cosmétique et Beauté,,estee_lauder_amazon.csv
"Lot de 2 pompes de fond de teint de rechange pour Estee Lauder, pompe de fond de teint de rechange compatible avec fond de teint double usure Estee Lauder (doré)","21,10€",Cosmétique et Beauté,"4,6",estee_lauder_amazon.csv
CCChaRLes Pompe Gold Replacement Foundation Pour Estee Lauder Double Wear Foundation,"11,99€",Cosmétique et Beauté,"4,7",estee_lauder_amazon.csv
"e.l.f. Lash 'N Roll Mascara à friser, soulève et sépare les cils, formule durable, végétalien et sans cruauté, marron foncé, 9,2 g",,Cosmétique et Beauté,"4,4",estee_lauder_amazon.csv
"OULAC Métallique Briller Rouge à Lèvres, Rouge a Levre Nude Pêche Pailleté à Haut Pigment, Formule Hydratante, Brillant à Lèvres Couvrant Toute la Surface, Vegan 4,3g, Pure Envy(07)","6,99€",Cosmétique et Beauté,"4,1",estee_lauder_amazon.csv
"Pompe de Rechange pour Fond de Teint Estée Lauder (1 pièce), Compatible avec Le Fond de Teint Estée Lauder Double Wear - Transparent","14,69€",Cosmétique et Beauté,,estee_lauder_amazon.csv
Dr Pierre Ricaud Masque Visage Anti-Rides Lissant Express à l'Acide Hyaluronique & Galanga Bio - Soin du Visage pour Femme Anti Âge & Anti Rides - 50ml,"25,90€",Cosmétique et Beauté,"4,5",estee_lauder_amazon.csv
"Magnetic Eyeliner,Magnetische Wimpern,Künstliche Magnetische Wimpern,Huile pour cheveux par Ouai","32,00€",Cosmétique et Beauté,"4,6",estee_lauder_amazon.csv
"Pompe de Fondation,2 pièces Tête de Distribution de Rechange Ensemble de Pompe de Fondation en Plastique pour la Fondation Estee Lauder Double Wear","8,99€",Cosmétique et Beauté,"4,6",estee_lauder_amazon.csv
"Biotherm, Aquasource Total Eye Revitalizer, Gel Yeux Effet Froid, Hydratation & Éclat, Enrichi en Caféine & Vitamine C, Tous Types de Peau, 15 ml","23,31€",Cosmétique et Beauté,"4,3",estee_lauder_amazon.csv
"Yepoda The Night Light, Crème Hydratante Apaisante et Purifiante de Nuit Sans Huile avec Aloe Vera, Armoise et Niacinamide, Crème Visage Végane Coréenne Hydratante pour Tous Types de Peau, 50 ml","26,00€",Cosmétique et Beauté,"4,6",estee_lauder_amazon.csv
"Elizabeth Arden Coffret Trio Rétinol + HPR, Ceramide Aqua-Crème Régénérante, Capsules Sérum Rétinol + HPR, Contour des Yeux Retinol, Cadeau femme, Soin hydratant, Anti-âge","35,00€",Cosmétique et Beauté,"4,7",estee_lauder_amazon.csv
"Elizabeth Arden - Coffret Lift Starter 3 Pièces, Advanced Ceramide Capsules Sérum, Advanced Ceramide Lift and Firm Crème Jour SPF 15 et Crème Contour des Yeux, Soins pour le Visage Format Voyage","35,00€",Cosmétique et Beauté,"2,0",estee_lauder_amazon.csv
BIODERMA Créaline défensive sérum - Réduit rides et ridules - Agit contre l’inflamm’aging causé par les agressions extérieures - Pour un teint éclatant - Flacon 30 ml,"22,20€",Cosmétique et Beauté,"5,0",estee_lauder_amazon.csv
"Uriage Age Absolu Crème Anti-Rides - Rétinol, Acide Hyaluronique, Vitamine C & E - Booster Procollagène x6 - Rides, Relâchement - Volume & Hydratation - Velouté Eclat - Brevet Anti-âge Exclusif 50ml","39,33€",Cosmétique et Beauté,"4,5",estee_lauder_amazon.csv
Elizabeth Arden Ceramide- Fond de Teint Crème Liftant et Raffermissant - couvrance moyenne à totale - anti-âge et hydratant 30 ml,"43,36€",Cosmétique et Beauté,"4,5",estee_lauder_amazon.csv
Creme-Stiftung - Fluid Foundation,"46,90€",Cosmétique et Beauté,"3,5",estee_lauder_amazon.csv
"Lot de 2 pompes de fond de teint de rechange pour Estee Lauder, pompe de fond de teint de rechange compatible avec fond de teint double usure Estee Lauder (transparent)","12,56€",Cosmétique et Beauté,"4,6",estee_lauder_amazon.csv
Plaque décorative en bois « Beauty is an Attitude » - Citation inspirante d'Estée Lauder pour décoration murale - 30 cm x 40 cm,"22,94€",Cosmétique et Beauté,,estee_lauder_amazon.csv
Estée Lauder Fixe Creativando Appendiabiti Art Up Pop Rouge,"209,25€",Cosmétique et Beauté,,estee_lauder_amazon.csv
La Mer Moisturizing Soft Cream 30 Ml,"297,69€",Cosmétique et Beauté,"4,6",estee_lauder_amazon.csv
Creme-Stiftung - Fluid Foundation,"31,07€",Cosmétique et Beauté,"3,5",estee_lauder_amazon.csv
L'Oréal Paris L'Oreal Paris Age Perfect Cell Renewal Midnight Eye Cream Crème contour des yeux riche en antioxydants pour traiter 8 signes du vieillissement Contient 100 ml (paquet de 200 ml chacun),"45,91€",Cosmétique et Beauté,"4,4",estee_lauder_amazon.csv
"Pompe de fond de teint,2 pièces Pompe Gold Foundation DW Pompe de Fond de Teint de Rechange,Pompe De Remplacement pour Fond pour la Fondation Double Wear","7,99€",Cosmétique et Beauté,"4,5",estee_lauder_amazon.csv
Lot de 2 pompes de rechange pour fond de teint et maquillage compatibles avec les bouteilles de fond de teint Estee Lauder compatible avec les bouteilles Mayblline et Mac,"22,65€",Cosmétique et Beauté,"3,9",estee_lauder_amazon.csv
Elisir Hjdrata Filler Conc,"14,51€",Cosmétique et Beauté,"4,4",estee_lauder_amazon.csv
"SANTE Naturkosmetik Radiant Care Fond de teint 05 beige neutre, végétalien avec peptides bio et huiles de qualité supérieure, pour une peau éclatante, formule nourrissante et durable, 30 ml","13,99€",Cosmétique et Beauté,"3,1",estee_lauder_amazon.csv
"Biotherm, Aquasource Total Eye Revitalizer, Gel Yeux Effet Froid, Hydratation & Éclat, Enrichi en Caféine & Vitamine C, Tous Types de Peau, 15 ml","23,31€",Cosmétique et Beauté,"4,3",estee_lauder_amazon.csv
"Magnetic Eyeliner,Magnetische Wimpern,Künstliche Magnetische Wimpern,Huile pour cheveux par Ouai","32,00€",Cosmétique et Beauté,"4,6",estee_lauder_amazon.csv
"Yepoda The Night Light, Crème Hydratante Apaisante et Purifiante de Nuit Sans Huile avec Aloe Vera, Armoise et Niacinamide, Crème Visage Végane Coréenne Hydratante pour Tous Types de Peau, 50 ml","26,00€",Cosmétique et Beauté,"4,6",estee_lauder_amazon.csv
"Duo Collagen & Calcium, Soin Anti-Âge Contour des Yeux, Visage, Cou & Lèvres, Stick Hydratant & Crème, Cible Cernes et Rides (#1, 30g)","4,99€",Cosmétique et Beauté,,estee_lauder_amazon.csv
Plaque décorative en bois « Beauty is an Attitude » - Citation inspirante d'Estée Lauder pour décoration murale - 12 cm x 18 cm,"19,49€",Cosmétique et Beauté,,estee_lauder_amazon.csv
"Elizabeth Arden - Visible Difference - Crème de jour - Crème hydratante visage - Complexe Hydratant, Apaisant et Affinant - Soin Skincare Anti-Âge - Pour les peaux fatiguées","50,90€",Cosmétique et Beauté,"4,0",estee_lauder_amazon.csv
"Coffret Double Action Réparatrice Éclat 24h : Sérum de Jour à la Vitamine C et Sérum de Nuit au Rétinol, 2 x 30 ml – Pour une peau éclatante, plus ferme et plus tonique, et une réduction","21,30€",Cosmétique et Beauté,,estee_lauder_amazon.csv
Plaque décorative en métal « Beauty is an Attitude » - Citation inspirante d'Estée Lauder pour décoration murale - 30 cm x 40 cm,"22,94€",Cosmétique et Beauté,,estee_lauder_amazon.csv
2 Pack DW Foundation Pump for Estee Lauder Double Wear Pump 30 ml Vacuum Pump Head Press Dedicated,"18,72€",Cosmétique et Beauté,"4,8",estee_lauder_amazon.csv
Plaque décorative en métal « Beauty is an Attitude » - Citation inspirante de Estée Lauder pour décoration murale - 20 x 30 cm,"18,34€",Cosmétique et Beauté,,estee_lauder_amazon.csv
Plaque décorative en métal « Beauty is an Attitude » - Citation inspirante d'Estée Lauder pour décoration murale - 20 cm x 30 cm,"20,64€",Cosmétique et Beauté,,estee_lauder_amazon.csv
Plaque décorative en métal « Beauty is an Attitude » - Citation inspirante d'Estée Lauder pour décoration murale - 12 cm x 18 cm,"17,19€",Cosmétique et Beauté,,estee_lauder_amazon.csv
Crema Contorno De Ojos - 15Ml,"26,88€",Cosmétique et Beauté,"5,0",estee_lauder_amazon.csv
Pompe de fondation à remplacement en or pour la fondation Double Wear d'Estée Lauder,"9,99€",Cosmétique et Beauté,"4,6",estee_lauder_amazon.csv
Royal & Langnickel Pink Essentials Smudger Synthétique,"12,40€",Cosmétique et Beauté,,estee_lauder_amazon.csv
"Crème serrant pour les yeux, Crème anti-vieillissement pour les yeux pour réduire les sacs aux yeux, les rides, les lignes fines - hydratant et apaisant pour tous les types de peau","9,99€",Cosmétique et Beauté,"3,4",estee_lauder_amazon.csv
